,date,location,sales
3077,2020-04-23,Mumbai,6670
3078,2020-02-14,Mumbai,8177
3079,2020-02-19,Delhi,6925
3080,2020-03-08,Kolkata,6690
3081,2020-04-06,Banglore,6584
3082,2020-02-29,Mumbai,9803
3083,2020-01-08,Mumbai,8924
3084,2020-02-02,Banglore,7696
3085,2020-05-10,Banglore,9226
3086,2020-01-14,Kolkata,5666
3087,2020-02-03,Mumbai,7007
3088,2020-04-12,Delhi,3915
3089,2020-03-16,Kolkata,3741
3090,2020-02-27,Delhi,6862
3091,2020-05-20,Banglore,9106
3092,2020-05-24,Delhi,2142
3093,2020-04-26,Kolkata,9417
3094,2020-02-29,Mumbai,8384
3095,2020-03-20,Mumbai,9567
3096,2020-03-23,Kolkata,9486
3097,2020-04-08,Kolkata,4156
3098,2020-02-01,Mumbai,6697
3099,2020-04-21,Kolkata,9226
3100,2020-04-28,Mumbai,8557
3101,2020-02-22,Delhi,4594
3102,2020-02-28,Delhi,5265
3103,2020-04-08,Delhi,2715
3104,2020-01-05,Delhi,7463
3105,2020-03-25,Mumbai,7993
3106,2020-04-22,Kolkata,2647
3107,2020-03-28,Kolkata,3984
3108,2020-01-24,Delhi,7371
3109,2020-05-21,Kolkata,8927
3110,2020-03-23,Mumbai,3224
3111,2020-04-15,Delhi,5424
3112,2020-05-16,Banglore,6279
3113,2020-02-14,Mumbai,7535
3114,2020-02-19,Mumbai,8168
3115,2020-02-03,Mumbai,4330
3116,2020-02-18,Kolkata,6452
3117,2020-01-03,Banglore,7619
3118,2020-03-28,Mumbai,6935
3119,2020-01-14,Banglore,8981
3120,2020-01-30,Kolkata,5895
3121,2020-01-26,Kolkata,6122
3122,2020-01-26,Banglore,9940
3123,2020-03-19,Kolkata,4803
3124,2020-05-03,Delhi,4498
3125,2020-01-10,Mumbai,7204
3126,2020-04-08,Mumbai,3688
3127,2020-04-09,Mumbai,4455
3128,2020-02-15,Delhi,9539
3129,2020-05-16,Kolkata,3097
3130,2020-02-05,Mumbai,2097
3131,2020-05-08,Delhi,7534
3132,2020-05-28,Kolkata,9835
3133,2020-05-17,Banglore,7997
3134,2020-02-11,Delhi,4205
3135,2020-05-06,Mumbai,5878
3136,2020-03-20,Mumbai,2069
3137,2020-03-09,Mumbai,8592
3138,2020-02-02,Delhi,3031
3139,2020-03-13,Delhi,6092
3140,2020-02-08,Kolkata,7013
3141,2020-03-10,Kolkata,4353
3142,2020-02-09,Kolkata,5890
3143,2020-03-17,Mumbai,4425
3144,2020-02-04,Banglore,6117
3145,2020-02-11,Delhi,4952
3146,2020-01-14,Kolkata,2966
3147,2020-02-25,Banglore,9842
3148,2020-05-28,Kolkata,2325
3149,2020-01-01,Mumbai,3357
3150,2020-04-05,Delhi,6592
3151,2020-03-24,Banglore,9908
3152,2020-02-20,Mumbai,2975
3153,2020-04-13,Mumbai,5482
3154,2020-04-07,Mumbai,2064
3155,2020-03-10,Banglore,9964
3156,2020-04-26,Mumbai,6070
3157,2020-01-06,Mumbai,4761
3158,2020-03-07,Banglore,8474
3159,2020-01-07,Banglore,7187
3160,2020-03-22,Mumbai,3746
3161,2020-05-17,Banglore,6827
3162,2020-03-19,Kolkata,2944
3163,2020-02-11,Banglore,4520
3164,2020-02-24,Kolkata,5439
3165,2020-04-20,Banglore,7479
3166,2020-03-25,Mumbai,6993
3167,2020-04-18,Kolkata,3292
3168,2020-01-16,Banglore,8592
3169,2020-04-24,Banglore,2163
3170,2020-05-28,Banglore,9334
3171,2020-01-17,Kolkata,7000
3172,2020-05-14,Mumbai,8724
3173,2020-01-17,Kolkata,8264
3174,2020-02-05,Kolkata,9227
3175,2020-02-09,Mumbai,7190
3176,2020-03-01,Banglore,9570
3177,2020-01-23,Kolkata,9146
3178,2020-04-19,Delhi,2655
3179,2020-04-04,Delhi,8910
3180,2020-02-25,Delhi,4804
3181,2020-03-20,Banglore,3749
3182,2020-03-28,Banglore,4039
3183,2020-05-31,Kolkata,4078
3184,2020-04-06,Mumbai,3428
3185,2020-01-10,Banglore,2398
3186,2020-04-28,Mumbai,4957
3187,2020-01-18,Delhi,5749
3188,2020-03-31,Kolkata,6593
3189,2020-02-26,Banglore,7906
3190,2020-03-05,Delhi,8982
3191,2020-02-07,Delhi,9642
3192,2020-03-26,Delhi,9461
3193,2020-02-16,Delhi,4369
3194,2020-01-27,Banglore,4927
3195,2020-02-25,Banglore,6479
3196,2020-05-21,Mumbai,8521
3197,2020-02-16,Banglore,6955
3198,2020-01-24,Kolkata,7216
3199,2020-01-28,Delhi,2537
3200,2020-01-11,Banglore,4373
3201,2020-03-15,Banglore,5620
3202,2020-02-09,Delhi,2419
3203,2020-01-12,Banglore,4835
3204,2020-03-01,Kolkata,7293
3205,2020-03-10,Mumbai,6047
3206,2020-01-30,Kolkata,8768
3207,2020-02-26,Banglore,8080
3208,2020-03-15,Delhi,5793
3209,2020-04-22,Banglore,6509
3210,2020-05-21,Delhi,7033
3211,2020-02-08,Delhi,5647
3212,2020-03-16,Delhi,4902
3213,2020-01-01,Kolkata,3701
3214,2020-01-03,Mumbai,8824
3215,2020-02-08,Mumbai,8974
3216,2020-01-03,Banglore,8252
3217,2020-03-16,Kolkata,9579
3218,2020-03-24,Mumbai,8156
3219,2020-05-25,Banglore,8964
3220,2020-03-29,Delhi,2155
3221,2020-01-09,Banglore,2443
3222,2020-01-07,Kolkata,7018
3223,2020-03-26,Delhi,4204
3224,2020-02-16,Mumbai,3597
3225,2020-03-31,Banglore,8970
3226,2020-01-21,Mumbai,2144
3227,2020-02-25,Banglore,9781
3228,2020-02-29,Kolkata,8927
3229,2020-03-22,Delhi,5227
3230,2020-04-14,Banglore,2197
3231,2020-03-12,Delhi,2353
3232,2020-04-25,Banglore,3189
3233,2020-01-23,Mumbai,8129
3234,2020-05-10,Delhi,9455
3235,2020-04-20,Kolkata,4660
3236,2020-04-14,Banglore,3477
3237,2020-03-06,Banglore,5710
3238,2020-02-13,Mumbai,6743
3239,2020-01-31,Kolkata,9020
3240,2020-01-28,Delhi,6487
3241,2020-05-16,Banglore,9754
3242,2020-04-01,Delhi,6388
3243,2020-05-28,Mumbai,8081
3244,2020-05-15,Delhi,7687
3245,2020-03-21,Banglore,2634
3246,2020-03-18,Mumbai,7835
3247,2020-01-16,Delhi,2427
3248,2020-05-16,Banglore,2048
3249,2020-04-26,Kolkata,4983
3250,2020-02-29,Banglore,2263
3251,2020-03-24,Mumbai,8092
3252,2020-05-18,Mumbai,2626
3253,2020-02-05,Mumbai,4963
3254,2020-02-28,Banglore,3893
3255,2020-05-08,Banglore,6111
3256,2020-02-19,Banglore,9033
3257,2020-05-20,Delhi,9434
3258,2020-01-11,Kolkata,2612
3259,2020-05-16,Delhi,7422
3260,2020-04-13,Kolkata,4848
3261,2020-01-04,Mumbai,8855
3262,2020-05-16,Delhi,8332
3263,2020-03-24,Delhi,4663
3264,2020-01-06,Banglore,9345
3265,2020-04-08,Mumbai,5855
3266,2020-03-21,Kolkata,7637
3267,2020-02-17,Delhi,3219
3268,2020-03-04,Delhi,6232
3269,2020-01-16,Delhi,9993
3270,2020-01-22,Delhi,5958
3271,2020-01-21,Banglore,6051
3272,2020-05-07,Delhi,3744
3273,2020-01-10,Delhi,7150
3274,2020-05-06,Banglore,9390
3275,2020-04-03,Mumbai,4124
3276,2020-04-05,Banglore,5646
3277,2020-02-09,Mumbai,9346
3278,2020-03-11,Banglore,5858
3279,2020-03-26,Mumbai,8729
3280,2020-03-04,Kolkata,5129
3281,2020-01-11,Mumbai,2648
3282,2020-03-11,Kolkata,6788
3283,2020-01-19,Kolkata,4709
3284,2020-05-26,Mumbai,6975
3285,2020-05-24,Banglore,5938
3286,2020-02-17,Delhi,4398
3287,2020-05-02,Banglore,2269
3288,2020-04-17,Delhi,9430
3289,2020-04-20,Banglore,7213
3290,2020-02-09,Banglore,2774
3291,2020-03-17,Mumbai,5990
3292,2020-04-14,Delhi,2173
3293,2020-04-13,Delhi,8454
3294,2020-04-25,Delhi,5014
3295,2020-05-13,Banglore,7087
3296,2020-04-24,Mumbai,4997
3297,2020-04-03,Banglore,8333
3298,2020-05-16,Delhi,8609
3299,2020-03-24,Mumbai,5031
3300,2020-05-12,Delhi,4305
3301,2020-01-02,Kolkata,6881
3302,2020-04-09,Mumbai,4138
3303,2020-05-28,Delhi,2226
3304,2020-05-28,Delhi,9436
3305,2020-05-24,Kolkata,7219
3306,2020-04-20,Mumbai,2428
3307,2020-05-14,Banglore,6671
3308,2020-04-04,Kolkata,9715
3309,2020-04-25,Banglore,4397
3310,2020-02-11,Banglore,2505
3311,2020-01-05,Banglore,8272
3312,2020-04-20,Delhi,9377
3313,2020-04-25,Mumbai,5273
3314,2020-02-19,Banglore,2149
3315,2020-03-09,Mumbai,4156
3316,2020-04-14,Delhi,7962
3317,2020-02-02,Mumbai,7032
3318,2020-03-25,Kolkata,9153
3319,2020-03-04,Banglore,9363
3320,2020-04-17,Delhi,7326
3321,2020-02-23,Kolkata,6631
3322,2020-02-05,Mumbai,8547
3323,2020-04-19,Mumbai,4459
3324,2020-03-19,Mumbai,9143
3325,2020-03-31,Delhi,3686
3326,2020-02-20,Delhi,6375
3327,2020-05-03,Mumbai,4005
3328,2020-01-25,Kolkata,4172
3329,2020-01-05,Mumbai,6201
3330,2020-04-07,Kolkata,8415
3331,2020-01-12,Mumbai,5905
3332,2020-01-01,Banglore,6461
3333,2020-05-01,Kolkata,5634
3334,2020-03-27,Delhi,8546
3335,2020-01-31,Kolkata,7724
3336,2020-04-13,Delhi,3446
3337,2020-04-07,Banglore,2614
3338,2020-02-22,Kolkata,3568
3339,2020-03-21,Banglore,3355
3340,2020-03-10,Kolkata,9907
3341,2020-04-29,Banglore,9432
3342,2020-05-20,Kolkata,6237
3343,2020-02-22,Kolkata,9746
3344,2020-01-19,Mumbai,3347
3345,2020-02-22,Delhi,7183
3346,2020-01-06,Kolkata,8611
3347,2020-04-27,Delhi,7985
3348,2020-04-15,Mumbai,4786
3349,2020-03-31,Kolkata,4732
3350,2020-02-14,Mumbai,7921
3351,2020-05-24,Kolkata,2777
3352,2020-05-18,Delhi,5387
3353,2020-02-26,Banglore,4462
3354,2020-04-10,Banglore,7459
3355,2020-03-10,Kolkata,3724
3356,2020-02-25,Banglore,9361
3357,2020-03-17,Delhi,6927
3358,2020-02-09,Delhi,2119
3359,2020-05-08,Delhi,8955
3360,2020-02-18,Mumbai,9800
3361,2020-01-11,Delhi,5165
3362,2020-02-19,Banglore,7767
3363,2020-01-26,Mumbai,3187
3364,2020-02-08,Kolkata,9480
3365,2020-04-20,Delhi,2832
3366,2020-02-25,Mumbai,2065
3367,2020-01-15,Delhi,8689
3368,2020-03-26,Kolkata,2115
3369,2020-02-13,Delhi,8865
3370,2020-04-08,Mumbai,2126
3371,2020-05-06,Kolkata,2244
3372,2020-05-25,Kolkata,9381
3373,2020-05-20,Kolkata,2802
3374,2020-01-03,Kolkata,3312
3375,2020-01-13,Mumbai,7157
3376,2020-02-08,Banglore,7399
3377,2020-02-11,Mumbai,3618
3378,2020-05-08,Kolkata,4856
3379,2020-02-16,Banglore,2088
3380,2020-03-16,Kolkata,2653
3381,2020-01-09,Banglore,9271
3382,2020-01-11,Delhi,3466
3383,2020-02-27,Delhi,6957
3384,2020-03-26,Mumbai,5172
3385,2020-03-27,Delhi,4306
3386,2020-04-29,Kolkata,3088
3387,2020-01-17,Banglore,7040
3388,2020-04-03,Banglore,4391
3389,2020-02-17,Banglore,7601
3390,2020-01-22,Banglore,3426
3391,2020-04-21,Banglore,8760
3392,2020-02-17,Kolkata,7143
3393,2020-05-12,Banglore,3849
3394,2020-01-21,Banglore,9150
3395,2020-02-08,Mumbai,2262
3396,2020-01-23,Delhi,9167
3397,2020-04-23,Banglore,2528
3398,2020-03-19,Banglore,2251
3399,2020-04-16,Delhi,3702
3400,2020-02-29,Mumbai,7749
3401,2020-03-30,Delhi,3929
3402,2020-03-04,Delhi,9247
3403,2020-02-29,Banglore,2757
3404,2020-02-01,Delhi,4211
3405,2020-02-29,Banglore,3665
3406,2020-05-11,Mumbai,7257
3407,2020-01-29,Banglore,6089
3408,2020-01-26,Kolkata,6334
3409,2020-05-29,Banglore,5414
3410,2020-05-04,Banglore,3118
3411,2020-01-07,Kolkata,2507
3412,2020-01-26,Banglore,2896
3413,2020-05-21,Kolkata,8136
3414,2020-05-25,Delhi,3362
3415,2020-04-04,Banglore,4748
3416,2020-03-07,Banglore,8562
3417,2020-01-31,Delhi,4442
3418,2020-04-27,Delhi,8049
3419,2020-04-22,Banglore,9340
3420,2020-04-27,Banglore,4224
3421,2020-01-21,Kolkata,5546
3422,2020-01-18,Banglore,2307
3423,2020-01-08,Mumbai,4261
3424,2020-04-22,Banglore,3017
3425,2020-01-12,Kolkata,8840
3426,2020-05-06,Delhi,3079
3427,2020-01-23,Mumbai,4972
3428,2020-04-27,Delhi,7214
3429,2020-02-08,Kolkata,5557
3430,2020-04-09,Mumbai,2587
3431,2020-01-09,Banglore,3215
3432,2020-04-15,Kolkata,5716
3433,2020-02-15,Mumbai,8816
3434,2020-04-14,Delhi,8301
3435,2020-03-05,Mumbai,6759
3436,2020-04-24,Delhi,6169
3437,2020-03-09,Banglore,4665
3438,2020-01-08,Delhi,4387
3439,2020-01-05,Delhi,6259
3440,2020-05-11,Delhi,6643
3441,2020-04-16,Mumbai,3972
3442,2020-05-30,Kolkata,8636
3443,2020-03-22,Mumbai,4411
3444,2020-03-26,Mumbai,2312
3445,2020-05-19,Mumbai,6946
3446,2020-03-17,Delhi,5755
3447,2020-01-31,Kolkata,7083
3448,2020-04-12,Banglore,5169
3449,2020-01-26,Banglore,2010
3450,2020-01-20,Kolkata,8415
3451,2020-02-19,Banglore,5763
3452,2020-04-04,Delhi,4586
3453,2020-01-20,Banglore,7283
3454,2020-04-13,Delhi,2563
3455,2020-04-21,Kolkata,7810
3456,2020-02-20,Mumbai,7548
3457,2020-02-15,Kolkata,4646
3458,2020-01-12,Delhi,5445
3459,2020-02-05,Delhi,7891
3460,2020-04-14,Kolkata,8725
3461,2020-05-08,Mumbai,3199
3462,2020-04-04,Delhi,7273
3463,2020-02-16,Delhi,4015
3464,2020-03-30,Banglore,4099
3465,2020-02-09,Mumbai,6612
3466,2020-02-01,Mumbai,8374
3467,2020-02-10,Mumbai,7766
3468,2020-05-11,Kolkata,9675
3469,2020-01-12,Mumbai,8430
3470,2020-03-20,Kolkata,9168
3471,2020-01-12,Kolkata,9415
3472,2020-02-22,Mumbai,8337
3473,2020-03-30,Kolkata,2690
3474,2020-03-29,Delhi,9591
3475,2020-02-28,Banglore,3314
3476,2020-02-06,Delhi,7658
3477,2020-03-15,Mumbai,3096
3478,2020-03-16,Mumbai,2602
3479,2020-05-05,Kolkata,4680
3480,2020-01-12,Banglore,9699
3481,2020-04-09,Kolkata,6916
3482,2020-01-18,Delhi,2347
3483,2020-02-23,Kolkata,6720
3484,2020-01-29,Delhi,5926
3485,2020-05-17,Kolkata,4042
3486,2020-02-10,Kolkata,8098
3487,2020-05-01,Kolkata,4238
3488,2020-01-15,Mumbai,6288
3489,2020-05-03,Mumbai,2888
3490,2020-02-28,Banglore,3447
3491,2020-04-09,Kolkata,2818
3492,2020-04-12,Banglore,5527
3493,2020-01-22,Banglore,7705
3494,2020-01-05,Mumbai,5137
3495,2020-01-12,Delhi,8430
3496,2020-03-27,Banglore,5514
3497,2020-03-21,Banglore,3910
3498,2020-03-23,Delhi,7153
3499,2020-05-26,Kolkata,5831
3500,2020-05-17,Delhi,9697
3501,2020-03-25,Kolkata,8120
3502,2020-03-10,Delhi,4336
3503,2020-01-28,Kolkata,7388
3504,2020-02-24,Kolkata,8025
3505,2020-03-06,Mumbai,8967
3506,2020-05-10,Delhi,6186
3507,2020-04-23,Delhi,2844
3508,2020-05-09,Delhi,2485
3509,2020-02-09,Delhi,4618
3510,2020-04-27,Kolkata,5404
3511,2020-03-21,Mumbai,5921
3512,2020-04-06,Banglore,7223
3513,2020-05-20,Delhi,2733
3514,2020-02-13,Delhi,2964
3515,2020-05-27,Banglore,2702
3516,2020-01-02,Mumbai,7745
3517,2020-05-27,Banglore,7908
3518,2020-03-22,Banglore,9990
3519,2020-02-08,Banglore,9044
3520,2020-04-07,Banglore,4281
3521,2020-04-12,Mumbai,9384
3522,2020-03-12,Kolkata,2527
3523,2020-04-18,Delhi,8231
3524,2020-05-02,Delhi,9744
3525,2020-01-20,Mumbai,2957
3526,2020-05-14,Banglore,6067
3527,2020-02-01,Delhi,3615
3528,2020-03-18,Delhi,2722
3529,2020-01-13,Banglore,6677
3530,2020-02-04,Banglore,3633
3531,2020-02-07,Mumbai,9047
3532,2020-03-08,Delhi,7631
3533,2020-04-27,Mumbai,7132
3534,2020-05-21,Banglore,3616
3535,2020-03-20,Banglore,2862
3536,2020-01-27,Kolkata,2539
3537,2020-04-02,Delhi,5285
3538,2020-03-07,Kolkata,9114
3539,2020-01-26,Mumbai,9457
3540,2020-03-23,Kolkata,4020
3541,2020-03-01,Delhi,2378
3542,2020-05-10,Delhi,4105
3543,2020-04-23,Delhi,9390
3544,2020-04-17,Mumbai,9718
3545,2020-04-15,Delhi,8223
3546,2020-03-17,Mumbai,6583
3547,2020-02-20,Banglore,7649
3548,2020-01-07,Banglore,9199
3549,2020-04-13,Mumbai,5435
3550,2020-02-20,Banglore,4222
3551,2020-03-14,Delhi,6990
3552,2020-02-18,Banglore,5647
3553,2020-05-11,Delhi,4694
3554,2020-02-27,Banglore,4728
3555,2020-05-12,Mumbai,4111
3556,2020-03-15,Delhi,2401
3557,2020-03-10,Delhi,8004
3558,2020-04-18,Banglore,8622
3559,2020-01-13,Kolkata,2400
3560,2020-01-16,Mumbai,2606
3561,2020-03-01,Delhi,3090
3562,2020-01-30,Delhi,5674
3563,2020-04-12,Banglore,6310
3564,2020-02-20,Delhi,7949
3565,2020-05-16,Delhi,6199
3566,2020-02-14,Mumbai,3749
3567,2020-03-09,Mumbai,3377
3568,2020-02-25,Kolkata,8793
3569,2020-02-12,Delhi,5581
3570,2020-03-24,Kolkata,5839
3571,2020-05-08,Mumbai,8510
3572,2020-03-20,Mumbai,9467
3573,2020-02-16,Delhi,8044
3574,2020-03-06,Kolkata,6855
3575,2020-04-05,Banglore,2276
3576,2020-04-26,Kolkata,6112
3577,2020-03-02,Delhi,7181
3578,2020-02-22,Delhi,2939
3579,2020-05-11,Delhi,8076
3580,2020-04-26,Banglore,8902
3581,2020-03-13,Banglore,4555
3582,2020-03-20,Kolkata,2646
3583,2020-05-16,Delhi,7498
3584,2020-04-14,Banglore,3161
3585,2020-01-06,Delhi,8204
3586,2020-02-20,Kolkata,2989
3587,2020-03-25,Delhi,8351
3588,2020-01-22,Delhi,2697
3589,2020-03-30,Kolkata,8973
3590,2020-01-08,Mumbai,7439
3591,2020-04-10,Kolkata,5485
3592,2020-05-06,Mumbai,8681
3593,2020-01-02,Banglore,5737
3594,2020-04-14,Delhi,5090
3595,2020-03-23,Kolkata,7080
3596,2020-02-12,Mumbai,2579
3597,2020-01-23,Delhi,7461
3598,2020-03-23,Delhi,5277
3599,2020-04-07,Banglore,6509
3600,2020-02-24,Delhi,6065
3601,2020-03-19,Delhi,8467
3602,2020-02-20,Kolkata,8605
3603,2020-04-10,Delhi,5639
3604,2020-01-02,Kolkata,9114
3605,2020-01-18,Delhi,3431
3606,2020-03-26,Mumbai,7821
3607,2020-04-26,Mumbai,4056
3608,2020-03-26,Kolkata,8194
3609,2020-02-18,Delhi,3289
3610,2020-02-12,Banglore,7762
3611,2020-03-21,Kolkata,9959
3612,2020-04-25,Mumbai,2841
3613,2020-02-20,Mumbai,8042
3614,2020-04-25,Delhi,8413
3615,2020-01-12,Banglore,7180
3616,2020-01-17,Kolkata,8357
3617,2020-02-07,Banglore,7636
3618,2020-02-27,Banglore,6122
3619,2020-05-23,Kolkata,9341
3620,2020-02-09,Delhi,6610
3621,2020-04-11,Banglore,4866
3622,2020-04-05,Delhi,7475
3623,2020-05-25,Delhi,5222
3624,2020-04-15,Mumbai,9281
3625,2020-03-24,Delhi,8511
3626,2020-05-16,Mumbai,3455
3627,2020-05-14,Banglore,3414
3628,2020-05-20,Delhi,4119
3629,2020-02-27,Banglore,8063
3630,2020-01-11,Banglore,5388
3631,2020-02-03,Banglore,8943
3632,2020-05-05,Delhi,7437
3633,2020-05-26,Banglore,6100
3634,2020-01-03,Kolkata,2266
3635,2020-02-09,Mumbai,3719
3636,2020-04-11,Mumbai,2515
3637,2020-02-15,Kolkata,6646
3638,2020-02-24,Kolkata,8313
3639,2020-05-01,Banglore,6241
3640,2020-04-29,Delhi,9505
3641,2020-02-29,Banglore,2489
3642,2020-05-03,Banglore,3106
3643,2020-05-07,Mumbai,6575
3644,2020-01-06,Delhi,6393
3645,2020-05-12,Mumbai,9111
3646,2020-02-14,Delhi,7136
3647,2020-02-18,Mumbai,4283
3648,2020-01-14,Banglore,5462
3649,2020-02-10,Banglore,7430
3650,2020-01-27,Mumbai,9278
3651,2020-02-13,Delhi,3427
3652,2020-01-25,Banglore,8973
3653,2020-03-20,Kolkata,8052
3654,2020-02-14,Banglore,2807
3655,2020-02-13,Delhi,3574
3656,2020-03-26,Delhi,6662
3657,2020-05-22,Banglore,3454
3658,2020-01-13,Kolkata,7985
3659,2020-03-31,Banglore,8886
3660,2020-05-31,Mumbai,9832
3661,2020-03-27,Kolkata,6426
3662,2020-04-17,Banglore,2375
3663,2020-04-24,Mumbai,8838
3664,2020-05-24,Kolkata,7463
3665,2020-03-14,Kolkata,2487
3666,2020-04-08,Mumbai,9766
3667,2020-02-21,Delhi,9391
3668,2020-01-17,Kolkata,3869
3669,2020-03-28,Mumbai,8267
3670,2020-01-08,Banglore,4728
3671,2020-02-19,Mumbai,9946
3672,2020-01-17,Kolkata,6231
3673,2020-01-22,Banglore,3240
3674,2020-05-18,Mumbai,9515
3675,2020-05-25,Mumbai,2912
3676,2020-01-26,Banglore,3833
3677,2020-03-01,Delhi,6144
3678,2020-01-23,Banglore,5566
3679,2020-02-12,Banglore,6336
3680,2020-04-03,Mumbai,4477
3681,2020-05-10,Kolkata,8338
3682,2020-05-25,Banglore,5716
3683,2020-03-16,Banglore,4445
3684,2020-03-30,Delhi,3909
3685,2020-02-08,Kolkata,4153
3686,2020-05-08,Kolkata,5718
3687,2020-01-04,Mumbai,3013
3688,2020-04-13,Banglore,6307
3689,2020-01-06,Banglore,9057
3690,2020-01-16,Mumbai,3504
3691,2020-04-07,Banglore,3478
3692,2020-02-20,Delhi,8007
3693,2020-02-21,Delhi,8465
3694,2020-01-11,Mumbai,8186
3695,2020-03-24,Mumbai,8028
3696,2020-04-06,Mumbai,8731
3697,2020-03-26,Mumbai,8866
3698,2020-03-10,Mumbai,7167
3699,2020-05-26,Kolkata,8500
3700,2020-02-19,Mumbai,5622
3701,2020-02-15,Kolkata,5483
3702,2020-01-06,Delhi,5463
3703,2020-04-17,Banglore,6731
3704,2020-02-08,Kolkata,4181
3705,2020-04-24,Mumbai,9222
3706,2020-05-14,Mumbai,2138
3707,2020-05-24,Banglore,9826
3708,2020-04-10,Kolkata,6282
3709,2020-03-22,Mumbai,5653
3710,2020-04-24,Kolkata,7379
3711,2020-03-06,Kolkata,4031
3712,2020-05-19,Banglore,4261
3713,2020-01-11,Delhi,6653
3714,2020-05-27,Mumbai,8155
3715,2020-05-30,Banglore,9822
3716,2020-01-04,Banglore,6673
3717,2020-02-27,Banglore,4758
3718,2020-03-01,Banglore,5645
3719,2020-02-14,Banglore,9575
3720,2020-02-19,Banglore,8311
3721,2020-05-03,Banglore,9952
3722,2020-04-02,Banglore,2912
3723,2020-05-14,Delhi,9051
3724,2020-02-26,Mumbai,9026
3725,2020-01-20,Mumbai,4792
3726,2020-03-18,Mumbai,2557
3727,2020-05-24,Delhi,9819
3728,2020-01-19,Mumbai,8568
3729,2020-04-05,Mumbai,2153
3730,2020-04-25,Banglore,7464
3731,2020-03-03,Mumbai,6671
3732,2020-01-20,Kolkata,6329
3733,2020-05-05,Delhi,9543
3734,2020-01-16,Delhi,4277
3735,2020-03-04,Delhi,9055
3736,2020-04-14,Kolkata,5776
3737,2020-03-04,Delhi,4051
3738,2020-04-09,Banglore,6934
3739,2020-02-05,Banglore,4707
3740,2020-03-30,Kolkata,9215
3741,2020-01-26,Delhi,6166
3742,2020-01-04,Mumbai,4056
3743,2020-03-03,Mumbai,3822
3744,2020-04-17,Delhi,5498
3745,2020-03-09,Delhi,5017
3746,2020-04-14,Mumbai,8355
3747,2020-03-15,Kolkata,8085
3748,2020-02-23,Kolkata,4436
3749,2020-03-23,Banglore,8432
3750,2020-03-17,Mumbai,5634
3751,2020-04-02,Delhi,2941
3752,2020-04-15,Kolkata,4403
3753,2020-02-27,Mumbai,5137
3754,2020-02-24,Kolkata,7969
3755,2020-05-10,Kolkata,7547
3756,2020-05-21,Banglore,4913
3757,2020-03-11,Banglore,5311
3758,2020-03-15,Banglore,9761
3759,2020-05-16,Mumbai,3212
3760,2020-02-25,Delhi,3355
3761,2020-02-27,Kolkata,9688
3762,2020-02-03,Mumbai,8938
3763,2020-04-06,Delhi,3208
3764,2020-04-22,Banglore,7578
3765,2020-02-15,Delhi,8977
3766,2020-05-08,Mumbai,5828
3767,2020-01-21,Banglore,7074
3768,2020-04-05,Mumbai,5647
3769,2020-02-21,Kolkata,8933
3770,2020-04-30,Mumbai,9217
3771,2020-04-23,Mumbai,3522
3772,2020-01-04,Kolkata,6903
3773,2020-02-23,Mumbai,2874
3774,2020-01-21,Mumbai,8491
3775,2020-01-27,Kolkata,9920
3776,2020-02-18,Delhi,4243
3777,2020-01-12,Kolkata,5134
3778,2020-05-04,Kolkata,7556
3779,2020-03-30,Delhi,6000
3780,2020-02-02,Delhi,8295
3781,2020-02-27,Mumbai,4448
3782,2020-05-03,Mumbai,3199
3783,2020-05-01,Kolkata,5150
3784,2020-01-03,Delhi,9935
3785,2020-03-19,Banglore,6213
3786,2020-01-28,Delhi,4824
3787,2020-03-25,Mumbai,3220
3788,2020-01-07,Mumbai,4869
3789,2020-05-09,Banglore,8684
3790,2020-04-16,Mumbai,9199
3791,2020-04-03,Kolkata,9288
3792,2020-01-13,Delhi,5076
3793,2020-05-10,Mumbai,8336
3794,2020-01-26,Delhi,4966
3795,2020-01-29,Mumbai,4077
3796,2020-04-10,Delhi,7491
3797,2020-03-27,Kolkata,5990
3798,2020-04-16,Delhi,9009
3799,2020-04-03,Mumbai,9600
3800,2020-01-28,Kolkata,9141
3801,2020-05-13,Kolkata,8484
3802,2020-01-04,Mumbai,6162
3803,2020-05-01,Mumbai,2794
3804,2020-02-16,Mumbai,5054
3805,2020-05-12,Banglore,3733
3806,2020-04-06,Delhi,2691
3807,2020-01-14,Banglore,5666
3808,2020-02-17,Banglore,6463
3809,2020-02-21,Mumbai,6192
3810,2020-02-12,Banglore,7701
3811,2020-04-05,Kolkata,2656
3812,2020-05-08,Kolkata,3745
3813,2020-01-21,Delhi,6290
3814,2020-05-05,Kolkata,7721
3815,2020-01-16,Banglore,4778
3816,2020-02-05,Kolkata,4772
3817,2020-03-29,Kolkata,3375
3818,2020-05-08,Banglore,9870
3819,2020-02-12,Banglore,8270
3820,2020-04-12,Kolkata,3819
3821,2020-02-17,Kolkata,8595
3822,2020-04-28,Mumbai,6160
3823,2020-01-21,Mumbai,9236
3824,2020-05-09,Banglore,3208
3825,2020-01-16,Kolkata,5901
3826,2020-02-27,Kolkata,6092
3827,2020-04-04,Mumbai,2283
3828,2020-01-09,Mumbai,7897
3829,2020-02-04,Kolkata,9166
3830,2020-01-21,Delhi,5097
3831,2020-03-30,Banglore,7309
3832,2020-03-11,Banglore,7011
3833,2020-04-25,Mumbai,2957
